03072023;820;A;SAR;1,2764;1,2766;3,7503;3,7505
04072023;820;A;SAR;1,2812;1,2814;3,7502;3,7504
05072023;820;A;SAR;1,2949;1,2951;3,7508;3,7510
06072023;820;A;SAR;1,3053;1,3056;3,7514;3,7516
07072023;820;A;SAR;1,3006;1,3009;3,7513;3,7516
10072023;820;A;SAR;1,2990;1,2992;3,7512;3,7514
11072023;820;A;SAR;1,3048;1,3050;3,7509;3,7511
12072023;820;A;SAR;1,2808;1,2811;3,7514;3,7516
13072023;820;A;SAR;1,2802;1,2804;3,7517;3,7519
14072023;820;A;SAR;1,2782;1,2784;3,7513;3,7515
17072023;820;A;SAR;1,2877;1,2880;3,7501;3,7506
18072023;820;A;SAR;1,2794;1,2814;3,7490;3,7545
19072023;820;A;SAR;1,2793;1,2814;3,7460;3,7515
20072023;820;A;SAR;1,2764;1,2766;3,7511;3,7513
21072023;820;A;SAR;1,2714;1,2734;3,7485;3,7538
24072023;820;A;SAR;1,2651;1,2654;3,7505;3,7507
25072023;820;A;SAR;1,2654;1,2670;3,7488;3,7531
26072023;820;A;SAR;1,2628;1,2630;3,7505;3,7507
27072023;820;A;SAR;1,2581;1,2584;3,7511;3,7513
28072023;820;A;SAR;1,2597;1,2599;3,7505;3,7507
31072023;820;A;SAR;1,2637;1,2639;3,7515;3,7517
