02012020;820;A;SAR;1,0717;1,0722;3,7506;3,7516
03012020;820;A;SAR;1,0797;1,0802;3,7515;3,7525
06012020;820;A;SAR;1,0808;1,0812;3,7510;3,7518
07012020;820;A;SAR;1,0884;1,0888;3,7510;3,7518
08012020;820;A;SAR;1,0839;1,0843;3,7510;3,7518
09012020;820;A;SAR;1,0858;1,0862;3,7510;3,7518
10012020;820;A;SAR;1,0858;1,0862;3,7512;3,7520
13012020;820;A;SAR;1,1009;1,1012;3,7514;3,7518
14012020;820;A;SAR;1,1044;1,1047;3,7516;3,7520
15012020;820;A;SAR;1,1092;1,1095;3,7514;3,7518
16012020;820;A;SAR;1,1120;1,1123;3,7513;3,7517
17012020;820;A;SAR;1,1150;1,1153;3,7513;3,7517
20012020;820;A;SAR;1,1147;1,1150;3,7515;3,7519
21012020;820;A;SAR;1,1197;1,1200;3,7514;3,7518
22012020;820;A;SAR;1,1164;1,1167;3,7511;3,7515
23012020;820;A;SAR;1,1104;1,1107;3,7511;3,7515
24012020;820;A;SAR;1,1131;1,1135;3,7511;3,7518
27012020;820;A;SAR;1,1246;1,1249;3,7511;3,7515
28012020;820;A;SAR;1,1210;1,1213;3,7515;3,7519
29012020;820;A;SAR;1,1196;1,1199;3,7516;3,7520
30012020;820;A;SAR;1,1332;1,1335;3,7516;3,7520
31012020;820;A;SAR;1,1376;1,1381;3,7515;3,7525
03022020;820;A;SAR;1,1319;1,1322;3,7516;3,7520
04022020;820;A;SAR;1,1294;1,1297;3,7516;3,7520
05022020;820;A;SAR;1,1313;1,1316;3,7514;3,7518
06022020;820;A;SAR;1,1320;1,1323;3,7514;3,7518
07022020;820;A;SAR;1,1480;1,1484;3,7511;3,7518
10022020;820;A;SAR;1,1515;1,1517;3,7506;3,7508
11022020;820;A;SAR;1,1502;1,1505;3,7505;3,7507
12022020;820;A;SAR;1,1561;1,1563;3,7505;3,7507
13022020;820;A;SAR;1,1567;1,1569;3,7505;3,7507
14022020;820;A;SAR;1,1506;1,1509;3,7505;3,7507
17022020;820;A;SAR;1,1505;1,1507;3,7505;3,7507
18022020;820;A;SAR;1,1589;1,1591;3,7505;3,7507
19022020;820;A;SAR;1,1657;1,1659;3,7505;3,7507
20022020;820;A;SAR;1,1695;1,1697;3,7507;3,7509
21022020;820;A;SAR;1,1706;1,1710;3,7511;3,7518
26022020;820;A;SAR;1,1819;1,1823;3,7519;3,7526
27022020;820;A;SAR;1,1929;1,1933;3,7514;3,7521
28022020;820;A;SAR;1,1990;1,1992;3,7514;3,7516
02032020;820;A;SAR;1,1978;1,1981;3,7513;3,7520
03032020;820;A;SAR;1,1960;1,1963;3,7517;3,7524
04032020;820;A;SAR;1,2058;1,2061;3,7523;3,7530
05032020;820;A;SAR;1,2309;1,2313;3,7527;3,7535
06032020;820;A;SAR;1,2379;1,2382;3,7520;3,7525
09032020;820;A;SAR;1,2619;1,2622;3,7538;3,7542
10032020;820;A;SAR;1,2438;1,2442;3,7530;3,7535
11032020;820;A;SAR;1,2450;1,2453;3,7533;3,7537
12032020;820;A;SAR;1,3007;1,3011;3,7533;3,7537
13032020;820;A;SAR;1,2616;1,2619;3,7533;3,7537
16032020;820;A;SAR;1,3177;1,3182;3,7528;3,7538
17032020;820;A;SAR;1,3449;1,3455;3,7530;3,7540
18032020;820;A;SAR;1,3612;1,3618;3,7530;3,7540
19032020;820;A;SAR;1,3671;1,3686;3,7590;3,7625
20032020;820;A;SAR;1,3369;1,3372;3,7577;3,7579
23032020;820;A;SAR;1,3521;1,3534;3,7540;3,7570
24032020;820;A;SAR;1,3498;1,3504;3,7555;3,7565
25032020;820;A;SAR;1,3498;1,3504;3,7550;3,7560
26032020;820;A;SAR;1,3313;1,3318;3,7550;3,7560
27032020;820;A;SAR;1,3602;1,3607;3,7560;3,7570
30032020;820;A;SAR;1,3729;1,3735;3,7565;3,7575
31032020;820;A;SAR;1,3801;1,3813;3,7635;3,7665
01042020;820;A;SAR;1,3927;1,3931;3,7618;3,7623
02042020;820;A;SAR;1,3988;1,3997;3,7615;3,7635
03042020;820;A;SAR;1,4088;1,4091;3,7610;3,7615
06042020;820;A;SAR;1,3950;1,3959;3,7590;3,7610
07042020;820;A;SAR;1,3882;1,3891;3,7590;3,7610
08042020;820;A;SAR;1,3850;1,3866;3,7590;3,7630
09042020;820;A;SAR;1,3491;1,3505;3,7600;3,7635
13042020;820;A;SAR;1,3778;1,3787;3,7590;3,7610
14042020;820;A;SAR;1,3789;1,3798;3,7585;3,7605
15042020;820;A;SAR;1,3980;1,3989;3,7585;3,7605
16042020;820;A;SAR;1,3934;1,3939;3,7575;3,7585
17042020;820;A;SAR;1,3989;1,4000;3,7552;3,7578
20042020;820;A;SAR;1,4077;1,4082;3,7520;3,7530
22042020;820;A;SAR;1,4299;1,4311;3,7625;3,7655
23042020;820;A;SAR;1,4480;1,4486;3,7600;3,7610
24042020;820;A;SAR;1,5016;1,5037;3,7580;3,7630
27042020;820;A;SAR;1,4983;1,4989;3,7600;3,7610
28042020;820;A;SAR;1,4806;1,4813;3,7590;3,7605
29042020;820;A;SAR;1,4436;1,4447;3,7580;3,7605
30042020;820;A;SAR;1,4434;1,4451;3,7555;3,7595
04052020;820;A;SAR;1,4839;1,4860;3,7560;3,7610
05052020;820;A;SAR;1,4736;1,4745;3,7540;3,7560
06052020;820;A;SAR;1,5072;1,5093;3,7550;3,7600
07052020;820;A;SAR;1,5525;1,5547;3,7540;3,7590
08052020;820;A;SAR;1,5346;1,5352;3,7555;3,7565
11052020;820;A;SAR;1,5420;1,5434;3,7550;3,7580
12052020;820;A;SAR;1,5358;1,5368;3,7560;3,7580
13052020;820;A;SAR;1,5702;1,5710;3,7570;3,7585
14052020;820;A;SAR;1,5795;1,5805;3,7565;3,7585
15052020;820;A;SAR;1,5497;1,5503;3,7560;3,7570
18052020;820;A;SAR;1,5260;1,5278;3,7555;3,7595
19052020;820;A;SAR;1,5226;1,5237;3,7550;3,7575
20052020;820;A;SAR;1,5164;1,5173;3,7545;3,7565
21052020;820;A;SAR;1,4910;1,4915;3,7558;3,7568
22052020;820;A;SAR;1,4845;1,4854;3,7570;3,7590
25052020;820;A;SAR;1,4573;1,4583;3,7560;3,7580
26052020;820;A;SAR;1,4292;1,4297;3,7565;3,7575
27052020;820;A;SAR;1,4103;1,4109;3,7560;3,7570
28052020;820;A;SAR;1,4204;1,4220;3,7555;3,7595
29052020;820;A;SAR;1,4432;1,4449;3,7555;3,7595
01062020;820;A;SAR;1,4281;1,4298;3,7515;3,7555
02062020;820;A;SAR;1,4009;1,4018;3,7525;3,7545
03062020;820;A;SAR;1,3450;1,3455;3,7545;3,7555
04062020;820;A;SAR;1,3584;1,3600;3,7530;3,7570
05062020;820;A;SAR;1,3247;1,3263;3,7530;3,7570
08062020;820;A;SAR;1,3141;1,3146;3,7525;3,7535
09062020;820;A;SAR;1,3072;1,3077;3,7515;3,7525
10062020;820;A;SAR;1,3025;1,3033;3,7515;3,7535
12062020;820;A;SAR;1,3412;1,3427;3,7515;3,7555
15062020;820;A;SAR;1,3825;1,3830;3,7515;3,7525
16062020;820;A;SAR;1,3667;1,3676;3,7500;3,7520
