02012023;820;A;SAR;1,4212;1,4217;3,7585;3,7595
03012023;820;A;SAR;1,4295;1,4300;3,7593;3,7603
04012023;820;A;SAR;1,4482;1,4488;3,7590;3,7600
05012023;820;A;SAR;1,4369;1,4376;3,7580;3,7595
06012023;820;A;SAR;1,4059;1,4065;3,7580;3,7590
09012023;820;A;SAR;1,4097;1,4103;3,7558;3,7568
10012023;820;A;SAR;1,3952;1,3956;3,7543;3,7550
11012023;820;A;SAR;1,3846;1,3851;3,7556;3,7565
12012023;820;A;SAR;1,3681;1,3686;3,7557;3,7567
13012023;820;A;SAR;1,3614;1,3618;3,7557;3,7563
16012023;820;A;SAR;1,3606;1,3610;3,7556;3,7563
17012023;820;A;SAR;1,3630;1,3634;3,7555;3,7563
18012023;820;A;SAR;1,3551;1,3556;3,7555;3,7565
19012023;820;A;SAR;1,3879;1,3883;3,7560;3,7566
20012023;820;A;SAR;1,3836;1,3858;3,7513;3,7568
23012023;820;A;SAR;1,3826;1,3829;3,7545;3,7550
24012023;820;A;SAR;1,3766;1,3770;3,7542;3,7548
25012023;820;A;SAR;1,3593;1,3596;3,7541;3,7546
26012023;820;A;SAR;1,3561;1,3583;3,7512;3,7567
27012023;820;A;SAR;1,3522;1,3525;3,7536;3,7540
30012023;820;A;SAR;1,3572;1,3575;3,7538;3,7542
31012023;820;A;SAR;1,3585;1,3588;3,7528;3,7532
01022023;820;A;SAR;1,3514;1,3517;3,7523;3,7529
02022023;820;A;SAR;1,3295;1,3299;3,7523;3,7529
03022023;820;A;SAR;1,3597;1,3599;3,7524;3,7526
06022023;820;A;SAR;1,3794;1,3798;3,7516;3,7521
07022023;820;A;SAR;1,3776;1,3779;3,7517;3,7521
08022023;820;A;SAR;1,3866;1,3869;3,7520;3,7524
09022023;820;A;SAR;1,3938;1,3941;3,7526;3,7529
10022023;820;A;SAR;1,3995;1,3998;3,7525;3,7527
13022023;820;A;SAR;1,3801;1,3823;3,7498;3,7553
14022023;820;A;SAR;1,3726;1,3728;3,7519;3,7522
15022023;820;A;SAR;1,3924;1,3927;3,7512;3,7517
16022023;820;A;SAR;1,3977;1,3980;3,7506;3,7510
17022023;820;A;SAR;1,3863;1,3885;3,7458;3,7513
22022023;820;A;SAR;1,3788;1,3790;3,7512;3,7515
23022023;820;A;SAR;1,3679;1,3681;3,7519;3,7521
24022023;820;A;SAR;1,3809;1,3815;3,7490;3,7501
27022023;820;A;SAR;1,3842;1,3846;3,7526;3,7533
28022023;820;A;SAR;1,3876;1,3878;3,7525;3,7528
01032023;820;A;SAR;1,3874;1,3876;3,7524;3,7526
02032023;820;A;SAR;1,3874;1,3877;3,7531;3,7533
03032023;820;A;SAR;1,3863;1,3866;3,7529;3,7533
06032023;820;A;SAR;1,3845;1,3848;3,7529;3,7532
07032023;820;A;SAR;1,3824;1,3829;3,7531;3,7541
08032023;820;A;SAR;1,3685;1,3690;3,7535;3,7545
09032023;820;A;SAR;1,3676;1,3680;3,7540;3,7544
