03012022;820;A;SAR;1,4996;1,5000;3,7540;3,7545
04012022;820;A;SAR;1,5114;1,5121;3,7548;3,7560
05012022;820;A;SAR;1,5074;1,5077;3,7558;3,7563
06012022;820;A;SAR;1,5191;1,5194;3,7543;3,7547
07012022;820;A;SAR;1,5116;1,5123;3,7528;3,7540
10012022;820;A;SAR;1,5112;1,5115;3,7535;3,7539
11012022;820;A;SAR;1,5010;1,5013;3,7535;3,7539
12012022;820;A;SAR;1,4813;1,4817;3,7531;3,7537
13012022;820;A;SAR;1,4717;1,4721;3,7529;3,7535
14012022;820;A;SAR;1,4747;1,4750;3,7524;3,7528
17012022;820;A;SAR;1,4671;1,4674;3,7520;3,7524
18012022;820;A;SAR;1,4714;1,4716;3,7518;3,7520
19012022;820;A;SAR;1,4653;1,4656;3,7513;3,7515
20012022;820;A;SAR;1,4438;1,4440;3,7511;3,7513
21012022;820;A;SAR;1,4500;1,4503;3,7509;3,7513
24012022;820;A;SAR;1,4636;1,4639;3,7509;3,7513
25012022;820;A;SAR;1,4652;1,4655;3,7509;3,7513
26012022;820;A;SAR;1,4479;1,4482;3,7512;3,7514
27012022;820;A;SAR;1,4341;1,4343;3,7518;3,7520
28012022;820;A;SAR;1,4377;1,4382;3,7515;3,7525
31012022;820;A;SAR;1,4277;1,4280;3,7518;3,7520
01022022;820;A;SAR;1,4074;1,4077;3,7516;3,7518
02022022;820;A;SAR;1,4113;1,4116;3,7516;3,7518
03022022;820;A;SAR;1,4132;1,4134;3,7516;3,7518
04022022;820;A;SAR;1,4201;1,4203;3,7516;3,7518
07022022;820;A;SAR;1,4102;1,4104;3,7516;3,7518
08022022;820;A;SAR;1,4045;1,4047;3,7516;3,7518
09022022;820;A;SAR;1,4054;1,4057;3,7516;3,7518
10022022;820;A;SAR;1,3885;1,3888;3,7516;3,7518
11022022;820;A;SAR;1,3855;1,3857;3,7516;3,7518
14022022;820;A;SAR;1,3886;1,3888;3,7519;3,7521
15022022;820;A;SAR;1,3824;1,3827;3,7521;3,7525
16022022;820;A;SAR;1,3757;1,3760;3,7523;3,7525
17022022;820;A;SAR;1,3740;1,3742;3,7523;3,7525
18022022;820;A;SAR;1,3680;1,3682;3,7522;3,7524
21022022;820;A;SAR;1,3590;1,3593;3,7518;3,7521
22022022;820;A;SAR;1,3487;1,3490;3,7518;3,7520
23022022;820;A;SAR;1,3362;1,3365;3,7517;3,7523
24022022;820;A;SAR;1,3638;1,3640;3,7517;3,7519
25022022;820;A;SAR;1,3697;1,3699;3,7516;3,7518
02032022;820;A;SAR;1,3684;1,3686;3,7517;3,7519
03032022;820;A;SAR;1,3452;1,3455;3,7518;3,7520
04032022;820;A;SAR;1,3527;1,3529;3,7518;3,7520
07032022;820;A;SAR;1,3479;1,3481;3,7519;3,7521
