01072020;820;A;SAR;1,4296;1,4307;3,7500;3,7525
02072020;820;A;SAR;1,4132;1,4139;3,7505;3,7520
03072020;820;A;SAR;1,4225;1,4232;3,7502;3,7516
06072020;820;A;SAR;1,4148;1,4155;3,7502;3,7516
07072020;820;A;SAR;1,4211;1,4216;3,7506;3,7514
08072020;820;A;SAR;1,4255;1,4260;3,7505;3,7514
09072020;820;A;SAR;1,4122;1,4126;3,7505;3,7510
10072020;820;A;SAR;1,4243;1,4251;3,7500;3,7515
13072020;820;A;SAR;1,4256;1,4261;3,7505;3,7515
14072020;820;A;SAR;1,4471;1,4474;3,7506;3,7510
15072020;820;A;SAR;1,4259;1,4262;3,7505;3,7509
16072020;820;A;SAR;1,4278;1,4282;3,7503;3,7507
17072020;820;A;SAR;1,4265;1,4268;3,7503;3,7507
20072020;820;A;SAR;1,4295;1,4306;3,7492;3,7517
21072020;820;A;SAR;1,3934;1,3945;3,7492;3,7517
22072020;820;A;SAR;1,3627;1,3629;3,7501;3,7503
23072020;820;A;SAR;1,3768;1,3771;3,7505;3,7508
24072020;820;A;SAR;1,3903;1,3905;3,7502;3,7504
27072020;820;A;SAR;1,3834;1,3836;3,7502;3,7504
28072020;820;A;SAR;1,3798;1,3808;3,7497;3,7522
29072020;820;A;SAR;1,3695;1,3706;3,7498;3,7523
30072020;820;A;SAR;1,3818;1,3821;3,7506;3,7509
31072020;820;A;SAR;1,3872;1,3874;3,7503;3,7505
03082020;820;A;SAR;1,4144;1,4155;3,7496;3,7521
04082020;820;A;SAR;1,4212;1,4223;3,7495;3,7520
05082020;820;A;SAR;1,4065;1,4069;3,7501;3,7506
06082020;820;A;SAR;1,4241;1,4252;3,7489;3,7514
07082020;820;A;SAR;1,4457;1,4461;3,7499;3,7504
10082020;820;A;SAR;1,4375;1,4386;3,7489;3,7514
11082020;820;A;SAR;1,4473;1,4476;3,7501;3,7503
12082020;820;A;SAR;1,4544;1,4547;3,7501;3,7503
13082020;820;A;SAR;1,4342;1,4349;3,7495;3,7508
14082020;820;A;SAR;1,4356;1,4361;3,7499;3,7507
17082020;820;A;SAR;1,4527;1,4532;3,7502;3,7510
18082020;820;A;SAR;1,4570;1,4575;3,7502;3,7510
19082020;820;A;SAR;1,4638;1,4640;3,7504;3,7506
20082020;820;A;SAR;1,5064;1,5069;3,7502;3,7510
21082020;820;A;SAR;1,4945;1,4950;3,7502;3,7510
24082020;820;A;SAR;1,4916;1,4921;3,7501;3,7509
25082020;820;A;SAR;1,4929;1,4931;3,7503;3,7504
26082020;820;A;SAR;1,4843;1,4848;3,7500;3,7508
27082020;820;A;SAR;1,4917;1,4922;3,7500;3,7508
28082020;820;A;SAR;1,4578;1,4580;3,7503;3,7504
31082020;820;A;SAR;1,4587;1,4589;3,7504;3,7505
01092020;820;A;SAR;1,4323;1,4327;3,7503;3,7511
02092020;820;A;SAR;1,4325;1,4330;3,7503;3,7511
03092020;820;A;SAR;1,4149;1,4153;3,7503;3,7511
04092020;820;A;SAR;1,4089;1,4091;3,7504;3,7506
08092020;820;A;SAR;1,4313;1,4318;3,7504;3,7512
09092020;820;A;SAR;1,4134;1,4136;3,7509;3,7511
10092020;820;A;SAR;1,4109;1,4114;3,7506;3,7514
11092020;820;A;SAR;1,4088;1,4092;3,7506;3,7513
14092020;820;A;SAR;1,4124;1,4126;3,7507;3,7509
15092020;820;A;SAR;1,4055;1,4057;3,7509;3,7511
16092020;820;A;SAR;1,4001;1,4006;3,7507;3,7515
17092020;820;A;SAR;1,4019;1,4023;3,7505;3,7512
18092020;820;A;SAR;1,4098;1,4102;3,7505;3,7512
21092020;820;A;SAR;1,4511;1,4516;3,7503;3,7511
22092020;820;A;SAR;1,4482;1,4485;3,7506;3,7510
23092020;820;A;SAR;1,4743;1,4748;3,7504;3,7512
24092020;820;A;SAR;1,4851;1,4855;3,7504;3,7512
25092020;820;A;SAR;1,4840;1,4842;3,7506;3,7508
28092020;820;A;SAR;1,4891;1,4893;3,7506;3,7508
29092020;820;A;SAR;1,5069;1,5071;3,7507;3,7509
30092020;820;A;SAR;1,5036;1,5039;3,7508;3,7510
01102020;820;A;SAR;1,5046;1,5048;3,7507;3,7509
02102020;820;A;SAR;1,5050;1,5055;3,7506;3,7514
05102020;820;A;SAR;1,5007;1,5010;3,7508;3,7510
06102020;820;A;SAR;1,4716;1,4718;3,7508;3,7510
07102020;820;A;SAR;1,4932;1,4935;3,7509;3,7511
08102020;820;A;SAR;1,4980;1,4982;3,7511;3,7513
09102020;820;A;SAR;1,4764;1,4767;3,7511;3,7514
13102020;820;A;SAR;1,4888;1,4892;3,7509;3,7517
